idLocalidad,nombreLocalidad,latitudLocalidad,longitudLocalidad,idDepartamento,GeomLocalidad,GeomTLocalidad,geometry
441,AGUSTONI,"-35,77909694","-63,39175056",401,0x00000000010C5238CCE124B24FC05ADBD272B9E341C0,POINT (-63.39175055 -35.77909694),POINT (-63.39175055 -35.77909694)
442,ARBOL SOLO,"-36,63317333","-66,47787833",413,0x00000000010C4BB4FD8E959E50C05386DCD20B5142C0,POINT (-66.47787833 -36.63317333),POINT (-66.47787833 -36.63317333)
443,ATALIVA ROCA,"-37,03338333","-64,27722694",444,0x00000000010CB1371016BE1150C0714AABE7458442C0,POINT (-64.27722694 -37.03338333),POINT (-64.27722694 -37.03338333)
445,ADOLFO VAN PRAET,"-35,0249075","-64,03065667",381,0x00000000010CB2065A47F60150C06AF6402B308341C0,POINT (-64.03065666 -35.0249075),POINT (-64.03065666 -35.0249075)
446,BOEUF,"-35,96496111","-64,43031833",407,0x00000000010C0A8EE4558A1B50C051AE7CD883FB41C0,POINT (-64.43031833 -35.96496111),POINT (-64.43031833 -35.96496111)
447,AGUARAY,"-22,26561333","-63,76671444",3,0x00000000010CE295E2B223E24FC04EBB353CFF4336C0,POINT (-63.76671444 -22.26561333),POINT (-63.76671444 -22.26561333)
448,CARRO QUEMADO,"-36,477375","-65,31741611",414,0x00000000010C1BEBA88B505450C0C976BE9F1A3D42C0,POINT (-65.31741611 -36.477375),POINT (-65.31741611 -36.477375)
450,CACHIRULO,"-36,751115","-64,35866139",422,0x00000000010C0C5CDC4EF41650C07C444C89246042C0,POINT (-64.35866138 -36.751115),POINT (-64.35866138 -36.751115)
451,CEBALLOS,"-35,29060778","-63,75852139",382,0x00000000010C5935843A17E14FC0870EAAA232A541C0,POINT (-63.75852138 -35.29060777),POINT (-63.75852138 -35.29060777)
452,CEREALES,"-36,81627667","-63,85312278",442,0x00000000010CBC4F7E2033ED4FC01498EBC07B6842C0,POINT (-63.85312277 -36.81627666),POINT (-63.85312277 -36.81627666)
454,COLONIA CHICA,"-37,95854639","-67,84423722",441,0x00000000010CD27D8CFB07F650C04CE6D4A5B1FA42C0,POINT (-67.84423722 -37.95854638),POINT (-67.84423722 -37.95854638)
455,CONHELO,"-36,00394833","-64,59236389",407,0x00000000010CA0FB304AE92550C0A61CFE60810042C0,POINT (-64.59236388 -36.00394833),POINT (-64.59236388 -36.00394833)
456,COTITA,"-37,723","-64,06106778",463,0x00000000010C56BFCA88E80350C0068195438BDC42C0,POINT (-64.06106777 -37.723),POINT (-64.06106777 -37.723)
457,COLONIA SANTA MARIA,"-37,49309778","-64,23942472",444,0x00000000010C41900FBC520F50C0B5F0E5D31DBF42C0,POINT (-64.23942472 -37.49309777),POINT (-64.23942472 -37.49309777)
458,CHACHARRAMENDI,"-37,32862306","-65,65473444",444,0x00000000010C5AD7472BE76950C01B3BF25110AA42C0,POINT (-65.65473444 -37.32862305),POINT (-65.65473444 -37.32862305)
459,CHAMAICO,"-35,05114333","-64,93864778",380,0x00000000010C41A718CE123C50C018E158DD8B8641C0,POINT (-64.93864777 -35.05114333),POINT (-64.93864777 -35.05114333)
460,DORILA,"-35,79242111","-63,71276444",401,0x00000000010CA0C67BDD3BDB4FC0150E100E6EE541C0,POINT (-63.71276444 -35.79242111),POINT (-63.71276444 -35.79242111)
461,EL TALA,"-26,11594056","-65,26679917",55,0x00000000010C38B3C83C135150C0BF87A647AE1D3AC0,POINT (-65.26679916 -26.11594055),POINT (-65.26679916 -26.11594055)
462,EMILIO MITRE,"-36,14690333","-64,9207825",407,0x00000000010CAA0EB919EE3A50C0020373BACD1242C0,POINT (-64.9207825 -36.14690333),POINT (-64.9207825 -36.14690333)
463,EPUPEL,"-37,58707333","-64,31453667",444,0x00000000010CF5055F5E211450C0175A083825CB42C0,POINT (-64.31453666 -37.58707333),POINT (-64.31453666 -37.58707333)
464,FALUCHO,"-35,19306889","-64,10200222",381,0x00000000010C3EC15134870650C0D8BC267BB69841C0,POINT (-64.10200222 -35.19306888),POINT (-64.10200222 -35.19306888)
465,INGENIERO FOSTER,"-35,70398611","-65,08206444",380,0x00000000010CBB7D358B404550C0E6A483371CDA41C0,POINT (-65.08206444 -35.70398611),POINT (-65.08206444 -35.70398611)
466,GAMAY,"-37,44270944","-64,40737417",444,0x00000000010CDF9B116B121A50C01A37F3B3AAB842C0,POINT (-64.40737416 -37.44270944),POINT (-64.40737416 -37.44270944)
469,GOBERNADOR DUVAL,"-38,72476167","-66,41248917",460,0x00000000010CE409EF38669A50C01E8C75FDC45C43C0,POINT (-66.41248916 -38.72476166),POINT (-66.41248916 -38.72476166)
470,HIDALGO,"-37,16487833","-63,52422083",442,0x00000000010CB15D0CAB19C34FC0A595ADBB1A9542C0,POINT (-63.52422083 -37.16487833),POINT (-63.52422083 -37.16487833)
471,HUCAL,"-37,78496806","-64,02726222",463,0x00000000010C3FD409AABE0150C0D49343D579E442C0,POINT (-64.02726222 -37.78496805),POINT (-64.02726222 -37.78496805)
472,HUELEN,"-36,11882667","-63,71691389",411,0x00000000010C015382D5C3DB4FC0E54B45B6350F42C0,POINT (-63.71691388 -36.11882666),POINT (-63.71691388 -36.11882666)
473,COLONIA INES Y CARLOTA,"-36,30426417","-63,94032",423,0x00000000010C2AE3DF675CF84FC0C045C420F22642C0,POINT (-63.94032 -36.30426416),POINT (-63.94032 -36.30426416)
474,IVANOWSKY,"-36,55921167","-63,43627861",427,0x00000000010C7AF23CFAD7B74FC0F69E673F944742C0,POINT (-63.43627861 -36.55921166),POINT (-63.43627861 -36.55921166)
475,LA GLORIA,"-36,50854083","-63,73820639",427,0x00000000010C37E6F18B7DDE4FC0EEC3ACDD174142C0,POINT (-63.73820638 -36.50854083),POINT (-63.73820638 -36.50854083)
476,LA HUMADA,"-36,34329389","-68,03514667",415,0x00000000010CDFD0C6D73F0251C02BC2C90DF12B42C0,POINT (-68.03514666 -36.34329388),POINT (-68.03514666 -36.34329388)
477,LA REFORMA,"-37,55438472","-66,21698944",440,0x00000000010C2718AD27E38D50C0ACE61814F6C642C0,POINT (-66.21698944 -37.55438472),POINT (-66.21698944 -37.55438472)
478,LARROUDE,"-35,02775139","-63,57866778",382,0x00000000010C1BB315C911CA4FC06AC2725B8D8341C0,POINT (-63.57866777 -35.02775138),POINT (-63.57866777 -35.02775138)
479,COLONIA LOBO CO,"-35,80119139","-64,92215611",380,0x00000000010C6C900F9B043B50C0F3776B708DE641C0,POINT (-64.92215611 -35.80119138),POINT (-64.92215611 -35.80119138)
480,LOVENTUE,"-36,18866944","-65,26001583",414,0x00000000010CB5926F19A45050C0FE46F951261842C0,POINT (-65.26001583 -36.18866944),POINT (-65.26001583 -36.18866944)
481,MAISONAVE,"-35,04785528","-64,37752889",381,0x00000000010C5039E46E291850C0AECB191F208641C0,POINT (-64.37752888 -35.04785527),POINT (-64.37752888 -35.04785527)
482,MAURICIO MAYER,"-36,213425","-64,03139861",407,0x00000000010CC0C5506F020250C00C93A982511B42C0,POINT (-64.03139861 -36.213425),POINT (-64.03139861 -36.213425)
483,NAICO,"-36,92697639","-64,39846361",422,0x00000000010C2666836D801950C0DA217A29A77642C0,POINT (-64.39846361 -36.92697638),POINT (-64.39846361 -36.92697638)
484,OJEDA,"-35,30933139","-64,00413611",381,0x00000000010CB14B1AC4430050C0005DB02B98A741C0,POINT (-64.00413611 -35.30933138),POINT (-64.00413611 -35.30933138)
485,PASO DE LOS ALGARROBOS,"-36,69582972","-66,89202722",413,0x00000000010CAD4256F916B950C00F7EC1F2105942C0,POINT (-66.89202722 -36.69582972),POINT (-66.89202722 -36.69582972)
486,LA PASTORIL,"-36,36225306","-66,224755",413,0x00000000010C33A7CB62628E50C02950D54E5E2E42C0,POINT (-66.224755 -36.36225305),POINT (-66.224755 -36.36225305)
487,PADRE BUODO (PUESTO CAMINERO),"-37,30497722","-64,29566861",444,0x00000000010CD899083CEC1250C066F6587E09A742C0,POINT (-64.29566861 -37.30497722),POINT (-64.29566861 -37.30497722)
488,PERU,"-37,66225639","-64,13111306",450,0x00000000010C0B75FD27640850C06CD52AD1C4D442C0,POINT (-64.13111305 -37.66225638),POINT (-64.13111305 -37.66225638)
489,PICHI HUINCA,"-35,65076167","-64,75255944",380,0x00000000010C26C611EF293050C0689877284CD341C0,POINT (-64.75255944 -35.65076166),POINT (-64.75255944 -35.65076166)
490,PICHI MAHUIDA,"-38,82784139","-64,896755",461,0x00000000010C9161156F643950C011B0D2B4F66943C0,POINT (-64.896755 -38.82784138),POINT (-64.896755 -38.82784138)
491,PORTEÑA,"-31,01632806","-62,06659306",206,0x00000000010C09F2FD1E86084FC0E8C138132E043FC0,POINT (-62.06659305 -31.01632805),POINT (-62.06659305 -31.01632805)
492,PUELEN,"-37,33465139","-67,61900944",441,0x00000000010CC72DC5D99DE750C0A4543EDBD5AA42C0,POINT (-67.61900944 -37.33465138),POINT (-67.61900944 -37.33465138)
493,QUEHUE,"-37,12198389","-64,49420444",444,0x00000000010CA2D5A80BA11F50C09E9EF32A9D8F42C0,POINT (-64.49420444 -37.12198388),POINT (-64.49420444 -37.12198388)
494,QUETREQUEN,"-35,05639722","-64,51885639",380,0x00000000010CF1DA63F1342150C01FBE2B06388741C0,POINT (-64.51885638 -35.05639722),POINT (-64.51885638 -35.05639722)
495,RELMO,"-36,26006417","-63,45013194",411,0x00000000010CAF9764EC9DB94FC0E6074BC8492142C0,POINT (-63.45013194 -36.26006416),POINT (-63.45013194 -36.26006416)
496,REMECO,"-37,62408667","-63,68148361",450,0x00000000010CE2DADCDA3AD74FC0F2485912E2CF42C0,POINT (-63.68148361 -37.62408666),POINT (-63.68148361 -37.62408666)
498,RUCANELO,"-36,04893167","-64,81194389",407,0x00000000010C64B276E3F63350C031B88364430642C0,POINT (-64.81194388 -36.04893166),POINT (-64.81194388 -36.04893166)
499,COLONIA SAN JOSE,"-36,16531639","-63,89535833",411,0x00000000010C8DC60C1A9BF24FC0EBCB4E16291542C0,POINT (-63.89535833 -36.16531638),POINT (-63.89535833 -36.16531638)
500,SARAH,"-35,02900194","-63,68632778",382,0x00000000010C493E9F96D9D74FC008E9E755B68341C0,POINT (-63.68632777 -35.02900194),POINT (-63.68632777 -35.02900194)
501,SPELUZZI,"-35,54767889","-63,81724361",401,0x00000000010C51E848709BE84FC0AB276F571AC641C0,POINT (-63.81724361 -35.54767888),POINT (-63.81724361 -35.54767888)
502,TREBOLARES,"-35,59077222","-63,58776722",401,0x00000000010CCAC7CDF43BCB4FC08524926C9ECB41C0,POINT (-63.58776722 -35.59077222),POINT (-63.58776722 -35.59077222)
503,TRILI,"-35,90470528","-63,6459875",401,0x00000000010CF90FE9B7AFD24FC09D95DD61CDF341C0,POINT (-63.6459875 -35.90470527),POINT (-63.6459875 -35.90470527)
504,UNANUE,"-37,54376","-64,35721306",444,0x00000000010C15DD1F94DC1650C0BD6F7CED99C542C0,POINT (-64.35721305 -37.54376),POINT (-64.35721305 -37.54376)
505,UTRACAN,"-37,27488222","-64,57316417",444,0x00000000010C1E9CBAB8AE2450C0719330572FA342C0,POINT (-64.57316416 -37.27488222),POINT (-64.57316416 -37.27488222)
506,COLONIA EL INDIO,"-36,49508222","-64,11573361",423,0x00000000010CE07FF12D680750C094DDABDA5E3F42C0,POINT (-64.11573361 -36.49508222),POINT (-64.11573361 -36.49508222)
507,LA ARAÑA,"-36,71807278","-64,60744139",422,0x00000000010C9355CF51E02650C029A6FBCEE95B42C0,POINT (-64.60744138 -36.71807277),POINT (-64.60744138 -36.71807277)
508,SAN RAMON DE LA NUEVA ORAN,"-23,13236472","-64,333405",9,0x00000000010CAAD4EC81561550C0518B7FA7E22137C0,POINT (-64.333405 -23.13236472),POINT (-64.333405 -23.13236472)
509,EMBARCACION,"-23,21570167","-64,1000625",3,0x00000000010C96438B6C670650C096645739383737C0,POINT (-64.1000625 -23.21570166),POINT (-64.1000625 -23.21570166)
510,MISION CHAQUEÐA,"-23,25569528","-63,71642556",3,0x00000000010C68A219D5B3DB4FC05364C63E754137C0,POINT (-63.71642555 -23.25569527),POINT (-63.71642555 -23.25569527)
511,DRAGONES,"-23,26570694","-63,35001528",3,0x00000000010C14E0E44CCDAC4FC0C89EB95E054437C0,POINT (-63.35001527 -23.26570694),POINT (-63.35001527 -23.26570694)
512,PICHANAL,"-23,33238417","-64,23341667",9,0x00000000010CA9426E4CF00E50C08FE8D820175537C0,POINT (-64.23341666 -23.33238416),POINT (-64.23341666 -23.33238416)
513,CORONEL JUAN SOLA,"-23,48238889","-62,88332389",4,0x00000000010C1B30C4C110714FC0D78D6FD67D7B37C0,POINT (-62.88332388 -23.48238888),POINT (-62.88332388 -23.48238888)
514,LOS BLANCOS,"-23,59907278","-62,58330528",4,0x00000000010C021E41BFA94A4FC0FA1243D55C9937C0,POINT (-62.58330527 -23.59907277),POINT (-62.58330527 -23.59907277)
515,LA UNION,"-23,89909556","-63,16666833",4,0x00000000010C8150496355954FC0A83A3F202BE637C0,POINT (-63.16666833 -23.89909555),POINT (-63.16666833 -23.89909555)
516,RIVADAVIA,"-24,18245056","-62,88331611",4,0x00000000010C6F3D968010714FC020634914B52E38C0,POINT (-62.88331611 -24.18245055),POINT (-62.88331611 -24.18245055)
517,SAN ANTONIO DE LOS COBRES,"-24,23245111","-66,31686889",22,0x00000000010C172E6994479450C0705E7BEA813B38C0,POINT (-66.31686888 -24.23245111),POINT (-66.31686888 -24.23245111)
518,GENERAL PIZARRO,"-24,23244861","-64,01672972",27,0x00000000010C5C118819120150C05EF389C0813B38C0,POINT (-64.01672972 -24.23244861),POINT (-64.01672972 -24.23244861)
519,APOLINARIO SARAVIA,"-24,41579833","-64,03339556",27,0x00000000010C3EC51627230250C0D81465C2716A38C0,POINT (-64.03339555 -24.41579833),POINT (-64.03339555 -24.41579833)
520,CORONEL MOLLINEDO,"-24,51582139","-64,11672528",27,0x00000000010C1351446D780750C076ADB5DE0C8438C0,POINT (-64.11672527 -24.51582138),POINT (-64.11672527 -24.51582138)
521,LA CALDERA,"-24,61581972","-65,38346944",32,0x00000000010C30F467C38A5850C0C3A1755CA69D38C0,POINT (-65.38346944 -24.61581972),POINT (-65.38346944 -24.61581972)
522,RIO DEL VALLE,"-24,63248222","-64,25006944",27,0x00000000010CDCA14023011050C09433D25AEAA138C0,POINT (-64.25006944 -24.63248222),POINT (-64.25006944 -24.63248222)
523,EL BORDO,"-24,66583111","-65,10011639",33,0x00000000010C3679884E684650C0001C5AE873AA38C0,POINT (-65.10011638 -24.66583111),POINT (-65.10011638 -24.66583111)
524,GENERAL GÜEMES,"-24,66581806","-65,05012861",33,0x00000000010CD022A14E354350C024D63D0D73AA38C0,POINT (-65.05012861 -24.66581805),POINT (-65.05012861 -24.66581805)
525,CAMPO SANTO,"-24,69916306","-65,08345833",33,0x00000000010C717B9B61574550C055528259FCB238C0,POINT (-65.08345833 -24.69916305),POINT (-65.08345833 -24.69916305)
526,LAS LAJITAS,"-24,69915417","-64,23340361",27,0x00000000010CF9EDB115F00E50C0F60F5CC4FBB238C0,POINT (-64.23340361 -24.69915416),POINT (-64.23340361 -24.69915416)
527,VAQUEROS,"-24,71582333","-65,40014806",32,0x00000000010CB91391069C5950C05610A03240B738C0,POINT (-65.40014805 -24.71582333),POINT (-65.40014805 -24.71582333)
528,SAN LORENZO,"-24,73249278","-65,48347889",34,0x00000000010C087A6651F15E50C0DAB46BA584BB38C0,POINT (-65.48347888 -24.73249277),POINT (-65.48347888 -24.73249277)
529,COBOS,"-24,735545","-65,08429167",33,0x00000000010CA3C1D808654550C07FBC57AD4CBC38C0,POINT (-65.08429166 -24.735545),POINT (-65.08429166 -24.735545)
530,SALTA,"-24,78250083","-65,400135",34,0x00000000010C0ABFD4CF9B5950C05FF171F951C838C0,POINT (-65.400135 -24.78250083),POINT (-65.400135 -24.78250083)
531,PIQUETE CABADO,"-24,78249528","-64,23340556",27,0x00000000010C1DFDD41DF00E50C0B8EC299C51C838C0,POINT (-64.23340555 -24.78249527),POINT (-64.23340555 -24.78249527)
532,LA CIENAGA,"-24,7991575","-65,45014306",34,0x00000000010C6391CB24CF5C50C066DAFE9595CC38C0,POINT (-65.45014305 -24.7991575),POINT (-65.45014305 -24.7991575)
533,ATOCHA,"-24,82417056","-65,47514222",34,0x00000000010C53F6E9BA685E50C08B9356D7FCD238C0,POINT (-65.47514222 -24.82417055),POINT (-65.47514222 -24.82417055)
534,VILLA LOS ALAMOS,"-24,86500139","-65,45404083",36,0x00000000010C84F944010F5D50C04918FEBA70DD38C0,POINT (-65.45404083 -24.86500138),POINT (-65.45404083 -24.86500138)
535,LA SILLETA,"-24,88251028","-65,56682972",24,0x00000000010C417329F0466450C0BD086C31ECE138C0,POINT (-65.56682972 -24.88251027),POINT (-65.56682972 -24.88251027)
536,CENTRO 25 DE JUNIO,"-24,89307028","-63,89811",27,0x00000000010CF41ABB44F5F24FC00DAED240A0E438C0,POINT (-63.89811 -24.89307027),POINT (-63.89811 -24.89307027)
537,CERRILLOS,"-24,8991775","-65,48348194",36,0x00000000010C6D203C5EF15E50C08ECC237F30E638C0,POINT (-65.48348194 -24.8991775),POINT (-65.48348194 -24.8991775)
538,CAMPO QUIJANO,"-24,91584194","-65,61682417",24,0x00000000010C4AA50A0C7A6750C0EE9A0C9E74EA38C0,POINT (-65.61682416 -24.91584194),POINT (-65.61682416 -24.91584194)
539,LA MERCED,"-24,96584139","-65,48348278",36,0x00000000010C1655B761F15E50C03839746141F738C0,POINT (-65.48348277 -24.96584138),POINT (-65.48348277 -24.96584138)
540,ROSARIO DE LERMA,"-24,98250667","-65,58349278",24,0x00000000010C8F260FF2576550C05CCD748E85FB38C0,POINT (-65.58349277 -24.98250666),POINT (-65.58349277 -24.98250666)
541,SAN AGUSTIN,"-24,99474028","-65,43042778",36,0x00000000010C2CDCEA208C5B50C00AAA5F4CA7FE38C0,POINT (-65.43042777 -24.99474027),POINT (-65.43042777 -24.99474027)
542,JOAQUIN V. GONZALEZ,"-25,06585611","-64,18338944",27,0x00000000010CD5CE0FA7BC0B50C018B12EF2DB1039C0,POINT (-64.18338944 -25.06585611),POINT (-64.18338944 -25.06585611)
543,EL CARRIL,"-25,08252111","-65,46681278",39,0x00000000010C5520AB42E05D50C0FBAD7C1A201539C0,POINT (-65.46681277 -25.08252111),POINT (-65.46681277 -25.08252111)
544,CHICOANA,"-25,11586","-65,53347667",39,0x00000000010C47F8497B246250C021EA3E00A91D39C0,POINT (-65.53347666 -25.11586),POINT (-65.53347666 -25.11586)
545,CACHI,"-25,13253083","-66,20018889",35,0x00000000010CDD2705E5CF8C50C0CE8F5C8AED2139C0,POINT (-66.20018888 -25.13253083),POINT (-66.20018888 -25.13253083)
546,GAONA,"-25,1991975","-64,083395",27,0x00000000010C9869FB57560550C0E9F17B9BFE3239C0,POINT (-64.083395 -25.1991975),POINT (-64.083395 -25.1991975)
547,CORONEL MOLDES,"-25,28252722","-65,46681667",44,0x00000000010C64FBFB52E05D50C03A2132B4534839C0,POINT (-65.46681666 -25.28252722),POINT (-65.46681666 -25.28252722)
548,EL QUEBRACHAL,"-25,29920222","-64,06672778",27,0x00000000010CA4788D44450450C065CA4584984C39C0,POINT (-64.06672777 -25.29920222),POINT (-64.06672777 -25.29920222)
549,RIO PIEDRAS,"-25,31587917","-64,91678528",40,0x00000000010CB106209CAC3A50C01EB0E574DD5039C0,POINT (-64.91678527 -25.31587916),POINT (-64.91678527 -25.31587916)
550,EL GALPON,"-25,39921861","-64,65008917",40,0x00000000010CC86B900F9B2950C092E7D930336639C0,POINT (-64.65008916 -25.39921861),POINT (-64.65008916 -25.39921861)
551,MOLINOS,"-25,43254389","-66,31685944",41,0x00000000010CA60ED16C479450C059AF1A32BB6E39C0,POINT (-66.31685944 -25.43254388),POINT (-66.31685944 -25.43254388)
552,NUESTRA SEÐORA DE TALAVERA,"-25,43255944","-63,80004278",27,0x00000000010C8F462ECD67E64FC046602837BC6E39C0,POINT (-63.80004277 -25.43255944),POINT (-63.80004277 -25.43255944)
553,LA VIÐA,"-25,46589139","-65,56682111",44,0x00000000010C7A880CCC466450C09B9650A8447739C0,POINT (-65.56682111 -25.46589138),POINT (-65.56682111 -25.46589138)
554,METAN,"-25,49922056","-64,96677528",40,0x00000000010CD2CE61A5DF3D50C0BBBDFFEACC7F39C0,POINT (-64.96677527 -25.49922055),POINT (-64.96677527 -25.49922055)
555,GUACHIPAS,"-25,53255056","-65,51681389",46,0x00000000010C022E867A136150C081B79B3B558839C0,POINT (-65.51681388 -25.53255055),POINT (-65.51681388 -25.53255055)
556,ANGASTACO,"-25,68257167","-66,18352167",45,0x00000000010CB0F3A1D1BE8B50C05EE02C04BDAE39C0,POINT (-66.18352166 -25.68257166),POINT (-66.18352166 -25.68257166)
557,ROSARIO DE LA FRONTERA,"-25,79924639","-64,96678778",48,0x00000000010CA894CFD9DF3D50C0E08B27699BCC39C0,POINT (-64.96678777 -25.79924638),POINT (-64.96678777 -25.79924638)
558,SAN CARLOS,"-25,88258611","-65,93350278",45,0x00000000010C07F86682BE7B50C0965ACE29F1E139C0,POINT (-65.93350277 -25.88258611),POINT (-65.93350277 -25.88258611)
559,ANIMANA,"-25,96593417","-65,950175",45,0x00000000010C849ECDAACF7C50C00B4A0B7647F739C0,POINT (-65.950175 -25.96593416),POINT (-65.950175 -25.96593416)
560,CAFAYATE,"-26,0826025","-65,96683833",53,0x00000000010CA2F7DFADE07D50C05E11FC6F25153AC0,POINT (-65.96683833 -26.0826025),POINT (-65.96683833 -26.0826025)
561,EL JARDIN,"-26,08509917","-65,38513972",55,0x00000000010C99721121A65850C0F81DFD0EC9153AC0,POINT (-65.38513972 -26.08509916),POINT (-65.38513972 -26.08509916)
562,LA CANDELARIA,"-26,09926472","-65,08345",55,0x00000000010C7A36AB3E574550C0EE0BA66969193AC0,POINT (-65.08345 -26.09926472),POINT (-65.08345 -26.09926472)
563,ANTILLA,"-26,13260139","-64,60010111",48,0x00000000010C926F7C0E682650C02581FE29F2213AC0,POINT (-64.60010111 -26.13260138),POINT (-64.60010111 -26.13260138)
564,LA POMA,"-24,71582889","-66,2168575",17,0x00000000010C1C9947FEE08D50C0DF21BD8F40B738C0,POINT (-66.2168575 -24.71582888),POINT (-66.2168575 -24.71582888)
565,HIPOLITO YRIGOYEN,"-23,23237694","-64,2834125",9,0x00000000010CC4B12E6E231250C002A51D0E7D3B37C0,POINT (-64.2834125 -23.23237694),POINT (-64.2834125 -23.23237694)
566,EL TABACAL,"-23,24905","-64,25005972",9,0x00000000010C9ADC7BFA001050C09D11A5BDC13F37C0,POINT (-64.25005972 -23.24905),POINT (-64.25005972 -23.24905)
567,COLONIA SANTA ROSA,"-23,38239083","-64,43341833",9,0x00000000010C90353C20BD1B50C0EA238D5DE46137C0,POINT (-64.43341833 -23.38239083),POINT (-64.43341833 -23.38239083)
568,URUNDEL,"-23,54357944","-64,4061575",9,0x00000000010C9CE1067CFE1950C0F793AD05288B37C0,POINT (-64.4061575 -23.54357944),POINT (-64.4061575 -23.54357944)
569,AGUAS BLANCAS,"-22,73928667","-64,36964333",9,0x00000000010C36627F3CA81750C0AF11FBE341BD36C0,POINT (-64.36964333 -22.73928666),POINT (-64.36964333 -22.73928666)
570,SANTA CATALINA,"-21,94894389","-66,03350972",2,0x00000000010CE1DFF305258250C0E05672FCEDF235C0,POINT (-66.03350972 -21.94894388),POINT (-66.03350972 -21.94894388)
571,LA QUIACA,"-22,09894722","-65,58348528",5,0x00000000010C41169AD2576550C01CEEE19A541936C0,POINT (-65.58348527 -22.09894722),POINT (-65.58348527 -22.09894722)
572,RINCONADA,"-22,44896639","-66,16685167",7,0x00000000010CEFBE95B2AD8A50C0801AEF75EF7236C0,POINT (-66.16685166 -22.44896638),POINT (-66.16685166 -22.44896638)
573,MINA PIRQUITAS,"-22,69900278","-66,51687556",7,0x00000000010C87D62F7D14A150C0A2F674D8F1B236C0,POINT (-66.51687555 -22.69900277),POINT (-66.51687555 -22.69900277)
574,ABRA PAMPA,"-22,71564722","-65,68347694",8,0x00000000010CB1371016BE6B50C0925FFDA734B736C0,POINT (-65.68347694 -22.71564722),POINT (-65.68347694 -22.71564722)
575,TRES CRUCES,"-22,89902056","-65,56681917",12,0x00000000010C8EBCDEC3466450C093AEF43526E636C0,POINT (-65.56681916 -22.89902055),POINT (-65.56681916 -22.89902055)
576,EL AGUILAR,"-23,1990425","-65,68349083",12,0x00000000010CD17D5250BE6B50C09B030473F43237C0,POINT (-65.68349083 -23.1990425),POINT (-65.68349083 -23.1990425)
577,HUMAHUACA,"-23,19903167","-65,33347056",12,0x00000000010C779BDC94575550C08F9126BDF33237C0,POINT (-65.33347055 -23.19903166),POINT (-65.33347055 -23.19903166)
578,SUSQUES,"-23,43238306","-66,4835425",13,0x00000000010C78EE3D5CF29E50C04018D3A7B06E37C0,POINT (-66.4835425 -23.43238305),POINT (-66.4835425 -23.43238305)
579,VALLE GRANDE,"-23,46572944","-64,96678",15,0x00000000010C529B38B9DF3D50C09B95690B3A7737C0,POINT (-64.96678 -23.46572944),POINT (-64.96678 -23.46572944)
580,TILCARA,"-23,5657325","-65,36680583",16,0x00000000010C42F528BF795750C0C9C859D8D39037C0,POINT (-65.36680583 -23.5657325),POINT (-65.36680583 -23.5657325)
581,EL TALAR,"-23,56657472","-64,3898025",20,0x00000000010C8A592F86F21850C0EE23750A0B9137C0,POINT (-64.3898025 -23.56657472),POINT (-64.3898025 -23.56657472)
582,MAIMARA,"-23,61573583","-65,40013833",16,0x00000000010C784ECCDD9B5950C04ED304DDA09D37C0,POINT (-65.40013833 -23.61573583),POINT (-65.40013833 -23.61573583)
583,YUTO,"-23,64907944","-64,466755",19,0x00000000010CA60F5D50DF1D50C0564EF7112AA637C0,POINT (-64.466755 -23.64907944),POINT (-64.466755 -23.64907944)
584,CALILEGUA,"-23,78241611","-64,7501025",19,0x00000000010C7689EAAD013050C04450146C4CC837C0,POINT (-64.7501025 -23.78241611),POINT (-64.7501025 -23.78241611)
585,LIBERTADOR GENERAL SAN MARTIN,"-23,81575556","-64,783435",19,0x00000000010CACE28DCC233250C0CEC7105BD5D037C0,POINT (-64.783435 -23.81575555),POINT (-64.783435 -23.81575555)
586,TUMBAYA,"-23,84909278","-65,45014472",18,0x00000000010C7EB7CC2BCF5C50C0886BCE245ED937C0,POINT (-65.45014472 -23.84909277),POINT (-65.45014472 -23.84909277)
587,VOLCAN,"-23,91575639","-65,450135",18,0x00000000010C3DF20703CF5C50C00F3497026FEA37C0,POINT (-65.450135 -23.91575638),POINT (-65.450135 -23.91575638)
588,FRAILE PINTADO,"-23,94909444","-64,78343722",19,0x00000000010CA097DDD5233250C08D9D6CDAF7F237C0,POINT (-64.78343722 -23.94909444),POINT (-64.78343722 -23.94909444)
589,PALMA SOLA,"-23,99909306","-64,30007972",20,0x00000000010CF1E59181341350C03069E78FC4FF37C0,POINT (-64.30007972 -23.99909305),POINT (-64.30007972 -23.99909305)
590,LOZANO,"-24,06577361","-65,40013806",23,0x00000000010CA7A89FDC9B5950C0CEE30F8AD61038C0,POINT (-65.40013805 -24.06577361),POINT (-65.40013805 -24.06577361)
591,CHALICAN,"-24,065775","-64,81676694",19,0x00000000010C41F0D7E8453450C0F7E461A1D61038C0,POINT (-64.81676694 -24.065775),POINT (-64.81676694 -24.065775)
592,YALA,"-24,1324375","-65,4001325",23,0x00000000010C456458C59B5950C096438B6CE72138C0,POINT (-65.4001325 -24.1324375),POINT (-65.4001325 -24.1324375)
593,ARRAYANAL (Lote),"-24,18550361","-64,84261306",25,0x00000000010CB33B495FED3550C06D3D222A7D2F38C0,POINT (-64.84261305 -24.18550361),POINT (-64.84261305 -24.18550361)
