idLocalidad,nombreLocalidad,latitudLocalidad,longitudLocalidad,idDepartamento,GeomLocalidad,GeomTLocalidad,geometry
1,CORONEL HILARIO LAGOS,"-35,01664472","-63,90004528",382,0x00000000010CE5C8F3AE34F34FC08A06086A218241C0,POINT (-63.90004527 -35.01664472),POINT (-63.90004527 -35.01664472)
2,BERNARDO LARROUDE,"-35,01663556","-63,55003722",382,0x00000000010CCBBD9F9E67C64FC0B9991B1D218241C0,POINT (-63.55003722 -35.01663555),POINT (-63.55003722 -35.01663555)
3,REALICO,"-35,03330944","-64,25007611",381,0x00000000010C7F7D3A3F011050C05AB9D57B438441C0,POINT (-64.25007611 -35.03330944),POINT (-64.25007611 -35.03330944)
4,RANCUL,"-35,0666525","-64,68345083",380,0x00000000010C8AD18CA8BD2B50C02CD9B111888841C0,POINT (-64.68345083 -35.0666525),POINT (-64.68345083 -35.0666525)
5,PARERA,"-35,14998361","-64,50009611",380,0x00000000010CA3531D93012050C069F1B5A9329341C0,POINT (-64.50009611 -35.14998361),POINT (-64.50009611 -35.14998361)
6,INTENDENTE ALVEAR,"-35,24999","-63,566695",382,0x00000000010C43E7357689C84FC0DC291DACFF9F41C0,POINT (-63.566695 -35.24999),POINT (-63.566695 -35.24999)
7,VERTIZ,"-35,41667139","-63,88338806",382,0x00000000010CAF3610DC12F14FC0BC23DF7C55B541C0,POINT (-63.88338805 -35.41667138),POINT (-63.88338805 -35.41667138)
8,CALEUFU,"-35,583355","-64,56676056",380,0x00000000010C6EBA0ACE452450C0A27A6B60ABCA41C0,POINT (-64.56676055 -35.583355),POINT (-64.56676055 -35.583355)
9,ARATA,"-35,61669194","-64,36674333",400,0x00000000010C131804B9781750C0DF00F1C2EFCE41C0,POINT (-64.36674333 -35.61669194),POINT (-64.36674333 -35.61669194)
10,GENERAL PICO,"-35,66668639","-63,75004639",401,0x00000000010CA64A108501E04FC0F264B3FA55D541C0,POINT (-63.75004638 -35.66668638),POINT (-63.75004638 -35.66668638)
11,LA MARUJA,"-35,68336167","-64,93345111",380,0x00000000010C5A77B9A9BD3B50C02885166578D741C0,POINT (-64.93345111 -35.68336166),POINT (-64.93345111 -35.68336166)
12,TRENEL,"-35,70002944","-64,15006917",400,0x00000000010CA595ADBB9A0950C0C3848F909AD941C0,POINT (-64.15006916 -35.70002944),POINT (-64.15006916 -35.70002944)
13,MONTE NIEVAS,"-35,86670806","-64,15008139",407,0x00000000010CABB5EEEE9A0950C008F7144AF0EE41C0,POINT (-64.15008138 -35.86670805),POINT (-64.15008138 -35.86670805)
14,EDUARDO CASTEX,"-35,91670667","-64,28341444",407,0x00000000010CE8C05176231250C0DA5CD2A456F541C0,POINT (-64.28341444 -35.91670666),POINT (-64.28341444 -35.91670666)
15,QUEMU QUEMU,"-36,06672167","-63,56671167",411,0x00000000010C1FFBF6018AC84FC042D1D9558A0842C0,POINT (-63.56671166 -36.06672166),POINT (-63.56671166 -36.06672166)
16,VILLA MIRASOL,"-36,10005167","-63,88339056",411,0x00000000010C38EC08F112F14FC025CE277ECE0C42C0,POINT (-63.88339055 -36.10005166),POINT (-63.88339055 -36.10005166)
17,COLONIA BARON,"-36,16671889","-63,85005167",411,0x00000000010C25CE277ECEEC4FC0E59C540B571542C0,POINT (-63.85005166 -36.16671888),POINT (-63.85005166 -36.16671888)
18,MIGUEL CANE,"-36,16672778","-63,50003417",411,0x00000000010C9A0A8E1E01C04FC015BEE755571542C0,POINT (-63.50003416 -36.16672777),POINT (-63.50003416 -36.16672777)
19,LUAN TORO,"-36,200065","-65,06680222",414,0x00000000010CD08CD17C464450C08109DCBA9B1942C0,POINT (-65.06680222 -36.200065),POINT (-65.06680222 -36.200065)
20,VICTORICA,"-36,23340278","-65,40016028",414,0x00000000010CBF33D2399C5950C010F95724E01D42C0,POINT (-65.40016027 -36.23340277),POINT (-65.40016027 -36.23340277)
21,WINIFREDA,"-36,25006972","-64,20007556",407,0x00000000010CABFEAD09CE0C50C0588FDA48022042C0,POINT (-64.20007555 -36.25006972),POINT (-64.20007555 -36.25006972)
22,TELEN,"-36,2667425","-65,50016389",414,0x00000000010C64CF5CAF026050C005FA449E242242C0,POINT (-65.50016388 -36.2667425),POINT (-65.50016388 -36.2667425)
23,CATRILO,"-36,40007861","-63,43335861",427,0x00000000010CECB1804B78B74FC0BBE3A0C6353342C0,POINT (-63.43335861 -36.40007861),POINT (-63.43335861 -36.40007861)
24,LONQUIMAY,"-36,46676","-63,61671389",427,0x00000000010C6DCBFC7AF0CE4FC05D8AABCABE3B42C0,POINT (-63.61671388 -36.46676),POINT (-63.61671388 -36.46676)
25,ANGUIL,"-36,516765","-64,01673306",423,0x00000000010CCAA07F27120150C0D55B035B254242C0,POINT (-64.01673305 -36.516765),POINT (-64.01673305 -36.516765)
26,URIBURU,"-36,51675972","-63,86672528",427,0x00000000010C26A288DAF0EE4FC023A5B82E254242C0,POINT (-63.86672527 -36.51675972),POINT (-63.86672527 -36.51675972)
27,SANTA ROSA,"-36,6167725","-64,28342083",423,0x00000000010CBBF61E91231250C03D49BA66F24E42C0,POINT (-64.28342083 -36.6167725),POINT (-64.28342083 -36.6167725)
28,TOAY,"-36,66676472","-64,3667625",422,0x00000000010C8CB96B09791750C06843DD8B585542C0,POINT (-64.3667625 -36.66676472),POINT (-64.3667625 -36.66676472)
29,MIGUEL RIGLOS,"-36,86677111","-63,68336694",442,0x00000000010CDA3B619178D74FC0A848115BF26E42C0,POINT (-63.68336694 -36.86677111),POINT (-63.68336694 -36.86677111)
30,MACACHIN,"-37,13347306","-63,66669361",442,0x00000000010C7BB3593756D54FC0DD5218A5159142C0,POINT (-63.66669361 -37.13347305),POINT (-63.66669361 -37.13347305)
31,DOBLAS,"-37,15014306","-64,01674278",442,0x00000000010C0B664450120150C060BC30E3379342C0,POINT (-64.01674277 -37.15014305),POINT (-64.01674277 -37.15014305)
32,ROLON,"-37,16680444","-63,40002444",442,0x00000000010C4BB3370034B34FC055500FD9599542C0,POINT (-63.40002444 -37.16680444),POINT (-63.40002444 -37.16680444)
33,GENERAL ACHA,"-37,38348944","-64,60011139",444,0x00000000010CADC38F39682650C0A794952E16B142C0,POINT (-64.60011138 -37.38348944),POINT (-64.60011138 -37.38348944)
34,ALPACHIRI,"-37,38347722","-63,78338222",450,0x00000000010C7D955BDE45E44FC09C5413C815B142C0,POINT (-63.78338222 -37.38347722),POINT (-63.78338222 -37.38347722)
35,GENERAL MANUEL J. CAMPOS,"-37,45016083","-63,60003667",450,0x00000000010CF08C5300CECC4FC02665BDDE9EB942C0,POINT (-63.60003666 -37.45016083),POINT (-63.60003666 -37.45016083)
36,COLONIA SANTA TERESA,"-37,57536639","-63,44441306",450,0x00000000010C33D5DD86E2B84FC0B1A8049BA5C942C0,POINT (-63.44441305 -37.57536638),POINT (-63.44441305 -37.57536638)
37,GUATRACHE,"-37,66685278","-63,53336417",450,0x00000000010C7D07DC4645C44FC0D1327B6E5BD542C0,POINT (-63.53336416 -37.66685277),POINT (-63.53336416 -37.66685277)
38,25 DE MAYO,"-37,80019167","-67,71697861",441,0x00000000010C6B7840FAE2ED50C0B11D29AE6CE642C0,POINT (-67.71697861 -37.80019166),POINT (-67.71697861 -37.80019166)
39,BERNASCONI,"-37,90018944","-63,75004556",463,0x00000000010C53E1197E01E04FC09580566839F342C0,POINT (-63.75004555 -37.90018944),POINT (-63.75004555 -37.90018944)
40,GENERAL SAN MARTIN,"-37,98353833","-63,60004",463,0x00000000010C5B25581CCECC4FC032DB8095E4FD42C0,POINT (-63.60004 -37.98353833),POINT (-63.60004 -37.98353833)
41,JACINTO ARAUZ,"-38,08354278","-63,43336056",463,0x00000000010C34D0C65B78B74FC0CF7B8C87B10A43C0,POINT (-63.43336055 -38.08354277),POINT (-63.43336055 -38.08354277)
42,PUELCHES,"-38,16687333","-65,91686333",460,0x00000000010C1B5088E3AD7A50C05A76F31A5C1543C0,POINT (-65.91686333 -38.16687333),POINT (-65.91686333 -38.16687333)
43,CUCHILLO CO,"-38,33355889","-64,65009917",461,0x00000000010CDAD681399B2950C0F871B00EB22A43C0,POINT (-64.65009916 -38.33355888),POINT (-64.65009916 -38.33355888)
44,LA ADELA,"-38,98360972","-64,06673667",474,0x00000000010C3C09D769450450C0BFB65DECE67D43C0,POINT (-64.06673666 -38.98360972),POINT (-64.06673666 -38.98360972)
45,LIMAY MAHUIDA,"-37,16681056","-66,66689944",440,0x00000000010C5321FD7AAEAA50C05B70500C5A9542C0,POINT (-66.66689944 -37.16681055),POINT (-66.66689944 -37.16681055)
46,ALGARROBO DEL AGUILA,"-36,4334075","-67,15028083",415,0x00000000010C35847C339EC950C0AA2B9FE5793742C0,POINT (-67.15028083 -36.4334075),POINT (-67.15028083 -36.4334075)
47,SANTA ISABEL,"-36,23340444","-66,95026056",413,0x00000000010C743BA011D1BC50C046455A32E01D42C0,POINT (-66.95026055 -36.23340444),POINT (-66.95026055 -36.23340444)
48,ALTA ITALIA,"-35,36667444","-64,11674639",381,0x00000000010CB001CFC5780750C0200A2430EFAE41C0,POINT (-64.11674638 -35.36667444),POINT (-64.11674638 -35.36667444)
49,EMBAJADOR MARTINI,"-35,41667861","-64,28341694",381,0x00000000010CAC1BCE80231250C0457285B955B541C0,POINT (-64.28341694 -35.41667861),POINT (-64.28341694 -35.41667861)
50,INGENIERO LUIGGI,"-35,4166675","-64,48342389",381,0x00000000010C26ADB66AF01E50C02EE7525C55B541C0,POINT (-64.48342388 -35.4166675),POINT (-64.48342388 -35.4166675)
51,METILEO,"-35,76669944","-63,95005167",400,0x00000000010CF29AF44A9BF94FC0AC540E3523E241C0,POINT (-63.95005166 -35.76669944),POINT (-63.95005166 -35.76669944)
52,GENERAL CAMPOS,"-31,53303944","-58,38304111",224,0x00000000010C9D3CB87D07314DC03547D24575883FC0,POINT (-58.38304111 -31.53303944),POINT (-58.38304111 -31.53303944)
100,VIEDMA,"-40,81695472","-62,99378917",499,0x00000000010CDFA8B27B347F4FC03E5BE6F8916844C0,POINT (-62.99378916 -40.81695472),POINT (-62.99378916 -40.81695472)
101,TEODELINA,"-34,19991583","-61,53323472",295,0x00000000010CF1BE090941C44EC0BFE687D7961941C0,POINT (-61.53323472 -34.19991583),POINT (-61.53323472 -34.19991583)
102,SAN GREGORIO,"-34,33326417","-62,04994333",295,0x00000000010C6D80048B64064FC080106666A82A41C0,POINT (-62.04994333 -34.33326416),POINT (-62.04994333 -34.33326416)
103,DIEGO DE ALVEAR,"-34,36658472","-62,11660694",295,0x00000000010CB0E4E8F9EC0E4FC081CE833FEC2E41C0,POINT (-62.11660694 -34.36658472),POINT (-62.11660694 -34.36658472)
104,VILLA GENERAL SAVIO,"-33,4331875","-60,14982583",296,0x00000000010C18F9277E2D134EC09CC420B072B740C0,POINT (-60.14982583 -33.4331875),POINT (-60.14982583 -33.4331875)
105,CERNADAS,"-33,48318944","-60,28315778",293,0x00000000010C10E188833E244EC04949CD26D9BD40C0,POINT (-60.28315777 -33.48318944),POINT (-60.28315777 -33.48318944)
106,RAMALLO,"-33,48318861","-60,01648278",296,0x00000000010C7B0C7F1B1C024EC0F6DFD61FD9BD40C0,POINT (-60.01648277 -33.48318861),POINT (-60.01648277 -33.48318861)
107,VILLA RAMALLO,"-33,50208389","-60,06620583",296,0x00000000010CC853C16E79084EC07239DA4844C040C0,POINT (-60.06620583 -33.50208388),POINT (-60.06620583 -33.50208388)
108,CONESA,"-33,61653222","-60,36649667",293,0x00000000010C8965D05CE92E4EC047EA1C87EACE40C0,POINT (-60.36649666 -33.61653222),POINT (-60.36649666 -33.61653222)
109,SAN PEDRO,"-33,64987139","-59,68312639",300,0x00000000010C43916AAF70D74DC06BDA41FC2ED340C0,POINT (-59.68312638 -33.64987138),POINT (-59.68312638 -33.64987138)
110,VILLA ANGELICA,"-33,66654639","-60,69985917",298,0x00000000010CC60026FC94594EC000AF4B6451D540C0,POINT (-60.69985916 -33.66654638),POINT (-60.69985916 -33.66654638)
111,GOBERNADOR CASTRO,"-33,66653361","-59,88313056",300,0x00000000010C9B2CFF6B0AF14DC042512CF950D540C0,POINT (-59.88313055 -33.66653361),POINT (-59.88313055 -33.66653361)
112,GUERRICO,"-33,68320556","-60,41649944",298,0x00000000010C19CD88DA4F354EC00CD98A4773D740C0,POINT (-60.41649944 -33.68320555),POINT (-60.41649944 -33.68320555)
113,LA VIOLETA,"-33,74988028","-60,18315944",298,0x00000000010C7860BEC471174EC067C8A113FCDF40C0,POINT (-60.18315944 -33.74988027),POINT (-60.18315944 -33.74988027)
114,MANUEL OCAMPO,"-33,76654833","-60,6498475",298,0x00000000010C95F1EF332E534EC0A31374411EE240C0,POINT (-60.6498475 -33.76654833),POINT (-60.6498475 -33.76654833)
115,ACEVEDO,"-33,76654111","-60,44983556",298,0x00000000010C02EA173694394EC0A93EE3041EE240C0,POINT (-60.44983555 -33.76654111),POINT (-60.44983555 -33.76654111)
116,PEREZ MILLAN,"-33,78320972","-60,09981306",296,0x00000000010C65BB8CACC60C4EC098A7523740E440C0,POINT (-60.09981305 -33.78320972),POINT (-60.09981305 -33.78320972)
117,RIO TALA,"-33,79987639","-59,64979278",300,0x00000000010CE329D4682CD34DC0B078665962E640C0,POINT (-59.64979277 -33.79987638),POINT (-59.64979277 -33.79987638)
118,SANTA LUCIA,"-33,8832275","-59,88313028",300,0x00000000010CFBE0A5690AF14DC0C3B645990DF140C0,POINT (-59.88313027 -33.8832275),POINT (-59.88313027 -33.8832275)
119,COLON,"-33,89989694","-61,09987028",299,0x00000000010C10BF8B8CC88C4EC00589ABD22FF340C0,POINT (-61.09987027 -33.89989694),POINT (-61.09987027 -33.89989694)
120,PERGAMINO,"-33,89989778","-60,58318222",298,0x00000000010C1C4109B7A54A4EC059F2A1D92FF340C0,POINT (-60.58318222 -33.89989777),POINT (-60.58318222 -33.89989777)
121,VILLA ALSINA,"-33,89988472","-59,39976583",301,0x00000000010C43F4D6862BB34DC0FA48296C2FF340C0,POINT (-59.39976583 -33.89988472),POINT (-59.39976583 -33.89988472)
122,MARIANO H. ALFONSO,"-33,91656056","-60,84985972",298,0x00000000010C3ACB0B34C86C4EC0E28629DB51F540C0,POINT (-60.84985972 -33.91656055),POINT (-60.84985972 -33.91656055)
123,JUAN ANCHORENA,"-33,92322306","-60,39122944",298,0x00000000010C250469CE13324EC0E954432C2CF640C0,POINT (-60.39122944 -33.92322305),POINT (-60.39122944 -33.92322305)
124,TODD,"-34,03322722","-60,16648361",303,0x00000000010C9022BE554F154EC0569E1FCA400441C0,POINT (-60.16648361 -34.03322722),POINT (-60.16648361 -34.03322722)
125,LAS CARABELAS,"-34,04990028","-60,88320444",305,0x00000000010CB2BDD4D70C714EC015DBCD21630641C0,POINT (-60.88320444 -34.04990027),POINT (-60.88320444 -34.04990027)
126,RANCAGUA,"-34,0499075","-60,49984139",298,0x00000000010CCD2466CDFA3F4EC09E29745E630641C0,POINT (-60.49984138 -34.0499075),POINT (-60.49984138 -34.0499075)
127,LIMA,"-34,04989417","-59,19975611",306,0x00000000010C27D0B39B91994DC00FBB8CEE620641C0,POINT (-59.19975611 -34.04989416),POINT (-59.19975611 -34.04989416)
128,ZARATE,"-34,09989778","-59,01641611",306,0x00000000010CEDC94FEC19824DC0F28B3B73C90C41C0,POINT (-59.01641611 -34.09989777),POINT (-59.01641611 -34.09989777)
129,VILLA LIA,"-34,11740306","-59,42615361",312,0x00000000010CDC0295338CB64DC0AF192A10070F41C0,POINT (-59.42615361 -34.11740305),POINT (-59.42615361 -34.11740305)
130,FERRE,"-34,14990889","-61,14988167",308,0x00000000010C2FFC7D522F934EC0707DD436301341C0,POINT (-61.14988166 -34.14990888),POINT (-61.14988166 -34.14990888)
131,CAPITAN SARMIENTO,"-34,18323778","-59,76645722",311,0x00000000010C6FD72A451BE24DC05FC5D255741741C0,POINT (-59.76645722 -34.18323777),POINT (-59.76645722 -34.18323777)
132,ROJAS,"-34,19991417","-60,73319139",305,0x00000000010C91671337D95D4EC0899A85C9961941C0,POINT (-60.73319138 -34.19991416),POINT (-60.73319138 -34.19991416)
133,ARRIBEÑOS,"-34,21659389","-61,36656528",308,0x00000000010CED3F5B9CEBAE4EC08F8E2759B91B41C0,POINT (-61.36656527 -34.21659388),POINT (-61.36656527 -34.21659388)
134,DUGGAN,"-34,23325278","-59,6331175",312,0x00000000010C3C8386FE09D14DC0FB6C0D3ADB1D41C0,POINT (-59.6331175 -34.23325277),POINT (-59.6331175 -34.23325277)
135,ARROYO DULCE,"-34,1075275","-60,40164861",309,0x00000000010C8937BE3869334EC0D8F50B76C30D41C0,POINT (-60.40164861 -34.1075275),POINT (-60.40164861 -34.1075275)
136,CAPILLA DEL SEÑOR,"-34,28325222","-59,11642306",314,0x00000000010C132054F3E68E4DC0AFB5D69B412441C0,POINT (-59.11642305 -34.28325222),POINT (-59.11642305 -34.28325222)
137,SALTO,"-34,299915","-60,24981056",309,0x00000000010C0F39C7CAF91F4EC0384A5E9D632641C0,POINT (-60.24981055 -34.299915),POINT (-60.24981055 -34.299915)
138,SOLIS,"-34,30519917","-59,33586917",319,0x00000000010CAEF7B8C2FDAA4DC0BC7B1DC4102741C0,POINT (-59.33586916 -34.30519916),POINT (-59.33586916 -34.30519916)
139,LOS CARDALES,"-34,32575","-58,99418389",314,0x00000000010CBB67D96A417F4DC004560E2DB22941C0,POINT (-58.99418388 -34.32575),POINT (-58.99418388 -34.32575)
140,LOS CARDALES - LOS CEDROS,"-34,32575","-58,99418389",314,0x00000000010CBB67D96A417F4DC004560E2DB22941C0,POINT (-58.99418388 -34.32575),POINT (-58.99418388 -34.32575)
141,LOS CEDROS,"-34,3257525","-58,97751944",310,0x00000000010C8B00655B1F7D4DC08D0B0742B22941C0,POINT (-58.97751944 -34.3257525),POINT (-58.97751944 -34.3257525)
142,GAHAN,"-34,33326167","-60,09981389",309,0x00000000010CB82483B3C60C4EC0F75A6D51A82A41C0,POINT (-60.09981388 -34.33326166),POINT (-60.09981388 -34.33326166)
143,PARADA ORLANDO,"-34,34241722","-59,06140806",314,0x00000000010C063B0F38DC874DC05EBED453D42B41C0,POINT (-59.06140805 -34.34241722),POINT (-59.06140805 -34.34241722)
144,BELEN DE ESCOBAR,"-34,34991694","-58,79973417",321,0x00000000010CD6585FB05D664DC0E6CE0A14CA2C41C0,POINT (-58.79973416 -34.34991694),POINT (-58.79973416 -34.34991694)
145,ESCOBAR,"-34,34991694","-58,79973417",321,0x00000000010CD6585FB05D664DC0E6CE0A14CA2C41C0,POINT (-58.79973416 -34.34991694),POINT (-58.79973416 -34.34991694)
146,RAFAEL OBLIGADO,"-34,36659694","-60,76653056",305,0x00000000010C44D14DAC1D624EC08D0E06A6EC2E41C0,POINT (-60.76653055 -34.36659694),POINT (-60.76653055 -34.36659694)
147,BARRIO EL REMANSO - BARRIO LOS PINOS,"-34,37659444","-59,11642583",314,0x00000000010C3C21A60AE78E4DC0E5D3213F343041C0,POINT (-59.11642583 -34.37659444),POINT (-59.11642583 -34.37659444)
148,PAVON,"-34,379925","-59,03808611",314,0x00000000010CE1707201E0844DC066F7E461A13041C0,POINT (-59.03808611 -34.379925),POINT (-59.03808611 -34.379925)
149,CARMEN DE ARECO,"-34,38325722","-59,81646222",315,0x00000000010CE7A882D581E84DC08DED94920E3141C0,POINT (-59.81646222 -34.38325722),POINT (-59.81646222 -34.38325722)
150,VILLA PRECEPTOR MANUEL CRUZ,"-34,39325528","-59,10502861",314,0x00000000010C138CD693718D4DC098D04D30563241C0,POINT (-59.10502861 -34.39325527),POINT (-59.10502861 -34.39325527)
151,COLONIA CASAL,"-34,41659944","-62,96666",318,0x00000000010CF92CCF83BB7B4FC07C2A6521533541C0,POINT (-62.96666 -34.41659944),POINT (-62.96666 -34.41659944)
152,INES INDART,"-34,41659861","-60,53317556",309,0x00000000010C6F23AF183F444EC029C16E1A533541C0,POINT (-60.53317555 -34.41659861),POINT (-60.53317555 -34.41659861)
153,TORRES,"-34,43215361","-59,13696472",326,0x00000000010C8B8D580F88914DC030E63ACF503741C0,POINT (-59.13696472 -34.43215361),POINT (-59.13696472 -34.43215361)
154,COLONIA SAN RICARDO,"-34,43327778","-61,91659778",320,0x00000000010C47DE621353F54EC0ED1D5EA5753741C0,POINT (-61.91659777 -34.43327777),POINT (-61.91659777 -34.43327777)
155,JUAN BAUTISTA ALBERDI,"-34,44992583","-61,83326111",317,0x00000000010C453DD04CA8EA4EC0E2BC6A2B973941C0,POINT (-61.83326111 -34.44992583),POINT (-61.83326111 -34.44992583)
156,PILAR,"-34,466595","-58,91640361",324,0x00000000010C7471A7B64C754DC012BD8C62B93B41C0,POINT (-58.91640361 -34.466595),POINT (-58.91640361 -34.466595)
158,GENERAL BALLIVIAN,"-22,93234778","-63,88338056",3,0x00000000010C1416269D12F14FC006A6EC57AEEE36C0,POINT (-63.88338055 -22.93234777),POINT (-63.88338055 -22.93234777)
160,OPEN DOOR,"-34,48854167","-59,08224639",326,0x00000000010C3E28A40C878A4DC07F377A88883E41C0,POINT (-59.08224638 -34.48854166),POINT (-59.08224638 -34.48854166)
161,GENERAL VEDIA,"-26,93267139","-58,66639611",79,0x00000000010CD950BD774C554DC0E303338DC3EE3AC0,POINT (-58.66639611 -26.93267138),POINT (-58.66639611 -26.93267138)
162,CORONEL MARCOS PAZ,"-34,51660722","-60,83319472",316,0x00000000010CC9CCE41FA66A4EC08463752F204241C0,POINT (-60.83319472 -34.51660722),POINT (-60.83319472 -34.51660722)
163,VICENTE LOPEZ,"-34,51659556","-58,48304167",338,0x00000000010C1C27224FD43D4DC02B4190CD1F4241C0,POINT (-58.48304166 -34.51659555),POINT (-58.48304166 -34.51659555)
164,OLIVOS,"-34,51659556","-58,48304167",338,0x00000000010C1C27224FD43D4DC02B4190CD1F4241C0,POINT (-58.48304166 -34.51659555),POINT (-58.48304166 -34.51659555)
165,LEANDRO N. ALEM,"-34,53328111","-61,41657028",317,0x00000000010C6511B32C52B54EC025832F8E424441C0,POINT (-61.41657027 -34.53328111),POINT (-61.41657027 -34.53328111)
168,SANTA REGINA,"-34,56661028","-63,16667222",318,0x00000000010C9F06EB8355954FC0269D71AF864841C0,POINT (-63.16667222 -34.56661027),POINT (-63.16667222 -34.56661027)
169,GERMANIA,"-34,5832725","-62,04993",320,0x00000000010C6E8B321B64064FC0FD135CACA84A41C0,POINT (-62.04993 -34.5832725),POINT (-62.04993 -34.5832725)
170,JUNIN,"-34,58326806","-60,94986889",316,0x00000000010C488BAF4D95794EC09EC60787A84A41C0,POINT (-60.94986888 -34.58326805),POINT (-60.94986888 -34.58326805)
171,OHIGGINS,"-34,58577972","-60,69763194",325,0x00000000010CF778DF004C594EC0AF0772D4FA4A41C0,POINT (-60.69763194 -34.58577972),POINT (-60.69763194 -34.58577972)
172,RAWSON,"-34,63327917","-60,01647722",325,0x00000000010CB683F0EC1B024EC01CB8A04A0F5141C0,POINT (-60.01647722 -34.63327916),POINT (-60.01647722 -34.63327916)
173,OLIVERA,"-34,63355306","-59,25254306",326,0x00000000010C824AA65453A04DC0FA032F44185141C0,POINT (-59.25254305 -34.63355305),POINT (-59.25254305 -34.63355305)
174,GOWLAND,"-34,64716472","-59,34865306",334,0x00000000010C49B3C3A9A0AC4DC033C3254BD65241C0,POINT (-59.34865305 -34.64716472),POINT (-59.34865305 -34.64716472)
175,BLAQUIER,"-34,64995056","-62,46663083",329,0x00000000010CE2131D8FBA3B4FC034226294315341C0,POINT (-62.46663083 -34.64995055),POINT (-62.46663083 -34.64995055)
176,CHACABUCO,"-34,649945","-60,46651278",325,0x00000000010C7F28C1B0B63B4EC07099D365315341C0,POINT (-60.46651277 -34.649945),POINT (-60.46651277 -34.649945)
177,MORENO,"-34,64994667","-58,78306278",336,0x00000000010CBEEE9D663B644DC0166CC073315341C0,POINT (-58.78306277 -34.64994666),POINT (-58.78306277 -34.64994666)
178,GENERAL MOSCONI,"-22,61565861","-63,83337667",3,0x00000000010C90F91D16ACEA4FC069737BCD9B9D36C0,POINT (-63.83337666 -22.61565861),POINT (-63.83337666 -22.61565861)
179,MORON,"-34,64994722","-58,61639083",344,0x00000000010CC0330CE5E54E4DC058037378315341C0,POINT (-58.61639083 -34.64994722),POINT (-58.61639083 -34.64994722)
180,CORONEL CORNEJO,"-22,74900056","-63,86670861",3,0x00000000010C4A8EC74EF0EE4FC09FEF0280BEBF36C0,POINT (-63.86670861 -22.74900055),POINT (-63.86670861 -22.74900055)
181,MERCEDES,"-34,66661194","-59,43311139",334,0x00000000010C0E50963170B74DC029B6408A535541C0,POINT (-59.43311138 -34.66661194),POINT (-59.43311138 -34.66661194)
182,MERLO,"-34,66661111","-58,73305944",361,0x00000000010C7B6948E4D45D4DC0D54C4A83535541C0,POINT (-58.73305944 -34.66661111),POINT (-58.73305944 -34.66661111)
183,CAMPAMENTO VESPUCIO,"-22,60342889","-63,87644306",3,0x00000000010C3B472E492FF04FC0D90FA9507A9A36C0,POINT (-63.87644305 -22.60342888),POINT (-63.87644305 -22.60342888)
184,FERNANDO MARTI,"-34,68328111","-63,38336389",318,0x00000000010CA9884F1112B14FC059B662C1755741C0,POINT (-63.38336388 -34.68328111),POINT (-63.38336388 -34.68328111)
185,LA MATANZA,"-34,68326694","-58,54971667",363,0x00000000010C1862921D5D464DC077DE844A755741C0,POINT (-58.54971666 -34.68326694),POINT (-58.54971666 -34.68326694)
186,SAN JUSTO,"-34,68326694","-58,54971667",363,0x00000000010C1862921D5D464DC077DE844A755741C0,POINT (-58.54971666 -34.68326694),POINT (-58.54971666 -34.68326694)
187,LANUS,"-34,71660139","-58,39969944",372,0x00000000010CC783EB5929334DC02AAF1198B95B41C0,POINT (-58.39969944 -34.71660138),POINT (-58.39969944 -34.71660138)
188,LANUS OESTE,"-34,71660139","-58,39969944",372,0x00000000010CC783EB5929334DC02AAF1198B95B41C0,POINT (-58.39969944 -34.71660138),POINT (-58.39969944 -34.71660138)
189,QUILMES,"-34,7166125","-58,2496925",375,0x00000000010C3BC780ECF51F4DC0D0B359F5B95B41C0,POINT (-58.2496925 -34.7166125),POINT (-58.2496925 -34.7166125)
190,IRUYA,"-22,799005","-65,23346444",10,0x00000000010C0EA5D514F14E50C02A5778978BCC36C0,POINT (-65.23346444 -22.799005),POINT (-65.23346444 -22.799005)
191,BAIGORRITA,"-34,74994833","-60,98320833",346,0x00000000010C9C4043C5D97D4EC019858F4EFE5F41C0,POINT (-60.98320833 -34.74994833),POINT (-60.98320833 -34.74994833)
192,PIEDRITAS,"-34,76662472","-62,98333083",318,0x00000000010CD0FFDDC8DD7D4FC0435A42C2206241C0,POINT (-62.98333083 -34.76662472),POINT (-62.98333083 -34.76662472)
193,GENERAL PINTO,"-34,76662333","-61,8665925",320,0x00000000010CBD3AC780ECEE4EC0AE5999B6206241C0,POINT (-61.8665925 -34.76662333),POINT (-61.8665925 -34.76662333)
194,MORSE,"-34,76662","-60,83319833",316,0x00000000010C46372D3EA66A4EC0D23AAA9A206241C0,POINT (-60.83319833 -34.76662),POINT (-60.83319833 -34.76662)
195,LOMAS DE ZAMORA,"-34,7666275","-58,39970194",374,0x00000000010C5039E46E29334DC06C5B94D9206241C0,POINT (-58.39970194 -34.7666275),POINT (-58.39970194 -34.7666275)
196,YACUY,"-22,39897833","-63,80004306",3,0x00000000010C309287CF67E64FC0A6299F71236636C0,POINT (-63.80004305 -22.39897833),POINT (-63.80004305 -22.39897833)
197,BERAZATEGUI,"-34,76661444","-58,21636222",378,0x00000000010CB77ED9C1B11B4DC07E38066C206241C0,POINT (-58.21636222 -34.76661444),POINT (-58.21636222 -34.76661444)
